1,001886087045408; 2,2175441739628267e-13
1,1176032798058722; 2,495391259291034e-13
1,2778382052730484; 2,7291686775142884e-13
1,48179847518262; 3,0836462714083577e-13
1,6882862217037422; 3,512645649965464e-13
1,9855664447153814; 3,8731264984475107e-13
2,2742502970058136; 4,670686850610609e-13
2,554877719333523; 5,407814194026814e-13
2,8701327067388207; 6,261274902918121e-13
3,4757605889175567; 7,954442669994002e-13
3,859477624687983; 1,0080824560757449e-12
4,222560423483676; 1,153011528820743e-12
4,9138332671601255; 1,62304044145081e-12
5,414150183879933; 1,9256492600027764e-12
6,33390790642375; 2,6886685485574225e-12
7,216534250136634; 3,4888061677303654e-12
7,798598880001306; 4,311245417219562e-12
10,673318639937317; 8,75388755884406e-12
12,16063931867599; 1,1266912634314273e-11
13,234479037293434; 1,3259195093781967e-11
15,619314578204664; 2,0752631321450638e-11
19,441617496551967; 3,638945990099404e-11
23,906782298410533; 6,749448574119251e-11
29,75716473932886; 1,4816025176256657e-10
39,84300745475312; 8,937571151054277e-10
44,451592453624606; 3,44021326303978e-9
52,065410370568074; 2,456087882417334e-8
