,MAp,mphi,Mchi1,angle,gX,epsilon,ff,Mchi2,Densidad_reliquia,loglikelihood,canales_aniquilacion
845,0.413333497087,0.00556986284868,0.137777832362,0.0005,2.50662827463,7.09829297958e-05,0.0083554275821,0.139,0.119,0.00046693842482991855,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 34}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 22}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 7}, {'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 3}]"
846,0.00302675066547,0.070582934275,0.00100891688849,0.0005,2.50662827463,1.11144144261e-06,0.0083554275821,0.001,0.117,0.004211728259292678,"[{'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 100}]"
847,0.00556462264229,1.56104288293,0.0018548742141,0.0005,2.50662827463,1.89578633792e-06,0.0083554275821,0.002,0.121,0.0004658942140597564,"[{'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 100}]"
848,0.56575977339,0.00254364693327,0.18858659113,0.0005,2.50662827463,9.77695542968e-05,0.0083554275821,0.19,0.118,0.0018698229277687437,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 33}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 25}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 24}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}, {'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 1}]"
849,0.0117258524866,0.177502756198,0.00390861749553,0.0005,2.50662827463,2.5014993221e-06,0.0083554275821,0.004,0.118,0.0018698229277687437,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 55}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 45}]"
850,0.388053818691,0.0250554497547,0.129351272897,0.0005,2.50662827463,4.7813575249e-05,0.0083554275821,0.131,0.12,0.0,"[{'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 44}, {'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 18}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 13}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 11}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 6}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 4}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 4}]"
851,0.151417852853,0.00640799549726,0.0504726176177,0.0005,2.50662827463,1.42419540753e-06,0.0083554275821,0.051,0.117,0.004211728259292678,"[{'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 98}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 2}]"
852,0.0171666847951,0.0172096538552,0.00572222826504,0.0005,2.50662827463,3.33493706145e-06,0.0083554275821,0.006,0.12,0.0,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 52}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 39}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 9}]"
853,0.274226769468,0.0174371135865,0.0914089231559,0.0005,2.50662827463,1.07267866034e-06,0.0083554275821,0.092,0.121,0.0004658942140597564,"[{'channel': '~chi1 ~chi1 ->phi phi', 'contribution_percentage': 89}, {'channel': '~chi2 ~chi2 ->phi phi', 'contribution_percentage': 11}]"
854,0.430581575362,6.02652082682,0.143527191787,0.0005,2.50662827463,7.37449188342e-05,0.0083554275821,0.145,0.123,0.004183536389794037,"[{'channel': '~chi1 ~chi2 ->u u~', 'contribution_percentage': 35}, {'channel': '~chi1 ~chi2 ->e- e+', 'contribution_percentage': 26}, {'channel': '~chi1 ~chi2 ->mu- mu+', 'contribution_percentage': 23}, {'channel': '~chi1 ~chi2 ->d d~', 'contribution_percentage': 9}, {'channel': '~chi1 ~chi2 ->s s~', 'contribution_percentage': 8}]"
