MAp,Ms2,Mx1,st,gX,epsilon,yf,Mx2,Densidad reliquia,loglikelihood,delta,alphad,alphaf,mass_relative
0.00840183629521,0.183154237586,0.0028006120984,0.0005,2.50662827463,1.99017020845e-06,0.0083554275821,2.82861821939,0.121,0.00046589421406,0.028006120984,0.5,5.55555555556e-06,0.01
0.0108331550514,0.0344308003183,0.00361105168381,0.0005,2.50662827463,2.32212029182e-06,0.0083554275821,3.64716220064,0.12,0.0,0.0361105168381,0.5,5.55555555556e-06,0.01
0.0573523705025,3.89449291937,0.0191174568342,0.0005,2.50662827463,1.10817825095e-05,0.0083554275821,19.3086314025,0.12,0.0,0.191174568342,0.5,5.55555555556e-06,0.01
2.03055440874,0.0105913704393,0.676851469579,0.0005,2.50662827463,0.000352699864945,0.0083554275821,683.619984275,0.118,0.00186982292777,6.76851469579,0.5,5.55555555556e-06,0.01
0.00698200855216,0.211259567919,0.00232733618405,0.0005,2.50662827463,2.28379201776e-06,0.0083554275821,2.35060954589,0.12,0.0,0.0232733618405,0.5,5.55555555556e-06,0.01
0.781752431742,0.0178241690116,0.260584143914,0.0005,2.50662827463,0.000133114887059,0.0083554275821,263.189985353,0.123,0.00418353638979,2.60584143914,0.5,5.55555555556e-06,0.01
0.0862039772671,0.00100459557314,0.028734659089,0.0005,2.50662827463,1.56888317862e-06,0.0083554275821,29.0220056799,0.123,0.00418353638979,0.28734659089,0.5,5.55555555556e-06,0.01
0.794330379505,0.0738542244291,0.264776793168,0.0005,2.50662827463,0.000107189520873,0.0083554275821,267.4245611,0.118,0.00186982292777,2.64776793168,0.5,5.55555555556e-06,0.01
0.0357588080656,0.0158013532147,0.0119196026885,0.0005,2.50662827463,2.24670799349e-06,0.0083554275821,12.0387987154,0.123,0.00418353638979,0.119196026885,0.5,5.55555555556e-06,0.01
1.2235121867,0.00777943736454,0.407837395567,0.0005,2.50662827463,0.000213492566704,0.0083554275821,411.915769522,0.119,0.00046693842483,4.07837395567,0.5,5.55555555556e-06,0.01
0.114858670932,0.00224464076701,0.038286223644,0.0005,2.50662827463,1.43404119901e-05,0.0083554275821,38.6690858804,0.118,0.00186982292777,0.38286223644,0.5,5.55555555556e-06,0.01
0.225074558198,0.012530640769,0.0750248527327,0.0005,2.50662827463,6.14409759018e-06,0.0083554275821,75.77510126,0.121,0.00046589421406,0.750248527327,0.5,5.55555555556e-06,0.01
0.0177534701125,0.427942844724,0.00591782337082,0.0005,2.50662827463,3.49114656268e-06,0.0083554275821,5.97700160452,0.117,0.00421172825929,0.0591782337082,0.5,5.55555555556e-06,0.01
0.00977489548313,0.00492797526779,0.00325829849438,0.0005,2.50662827463,2.15027433966e-06,0.0083554275821,3.29088147932,0.118,0.00186982292777,0.0325829849438,0.5,5.55555555556e-06,0.01
0.00440574720932,6.8191689203,0.00146858240311,0.0005,2.50662827463,1.54249607528e-06,0.0083554275821,1.48326822714,0.121,0.00046589421406,0.0146858240311,0.5,5.55555555556e-06,0.01
0.00929672049867,0.0205226566737,0.00309890683289,0.0005,2.50662827463,2.10700519417e-06,0.0083554275821,3.12989590122,0.118,0.00186982292777,0.0309890683289,0.5,5.55555555556e-06,0.01
