MAp,Ms2,Mx1,st,gX,epsilon,yf,Mx2,Densidad reliquia,loglikelihood,delta,alphad,alphaf,mass_relative
8.40183629521,183.154237586,2.8006120984,0.0005,2.50662827463,1.99017020845e-06,0.0083554275821,2.82861821939,0.121,0.00046589421406,0.028006120984,0.5,5.55555555556e-06,0.01
10.8331550514,34.4308003183,3.61105168381,0.0005,2.50662827463,2.32212029182e-06,0.0083554275821,3.64716220064,0.12,0.0,0.0361105168381,0.5,5.55555555556e-06,0.01
57.3523705025,3894.49291937,19.1174568342,0.0005,2.50662827463,1.10817825095e-05,0.0083554275821,19.3086314025,0.12,0.0,0.191174568342,0.5,5.55555555556e-06,0.01
2030.55440874,10.5913704393,676.851469579,0.0005,2.50662827463,0.000352699864945,0.0083554275821,683.619984275,0.118,0.00186982292777,6.76851469579,0.5,5.55555555556e-06,0.01
6.98200855216,211.259567919,2.32733618405,0.0005,2.50662827463,2.28379201776e-06,0.0083554275821,2.35060954589,0.12,0.0,0.0232733618405,0.5,5.55555555556e-06,0.01
781.752431742,17.8241690116,260.584143914,0.0005,2.50662827463,0.000133114887059,0.0083554275821,263.189985353,0.123,0.00418353638979,2.60584143914,0.5,5.55555555556e-06,0.01
86.2039772671,1.00459557314,28.734659089,0.0005,2.50662827463,1.56888317862e-06,0.0083554275821,29.0220056799,0.123,0.00418353638979,0.28734659089,0.5,5.55555555556e-06,0.01
794.330379505,73.8542244291,264.776793168,0.0005,2.50662827463,0.000107189520873,0.0083554275821,267.4245611,0.118,0.00186982292777,2.64776793168,0.5,5.55555555556e-06,0.01
35.7588080656,15.8013532147,11.9196026885,0.0005,2.50662827463,2.24670799349e-06,0.0083554275821,12.0387987154,0.123,0.00418353638979,0.119196026885,0.5,5.55555555556e-06,0.01
1223.5121867,7.77943736454,407.837395567,0.0005,2.50662827463,0.000213492566704,0.0083554275821,411.915769522,0.119,0.00046693842483,4.07837395567,0.5,5.55555555556e-06,0.01
114.858670932,2.24464076701,38.286223644,0.0005,2.50662827463,1.43404119901e-05,0.0083554275821,38.6690858804,0.118,0.00186982292777,0.38286223644,0.5,5.55555555556e-06,0.01
225.074558198,12.530640769,75.0248527327,0.0005,2.50662827463,6.14409759018e-06,0.0083554275821,75.77510126,0.121,0.00046589421406,0.750248527327,0.5,5.55555555556e-06,0.01
17.7534701125,427.942844724,5.91782337082,0.0005,2.50662827463,3.49114656268e-06,0.0083554275821,5.97700160452,0.117,0.00421172825929,0.0591782337082,0.5,5.55555555556e-06,0.01
9.77489548313,4.92797526779,3.25829849438,0.0005,2.50662827463,2.15027433966e-06,0.0083554275821,3.29088147932,0.118,0.00186982292777,0.0325829849438,0.5,5.55555555556e-06,0.01
4.40574720932,6819.1689203,1.46858240311,0.0005,2.50662827463,1.54249607528e-06,0.0083554275821,1.48326822714,0.121,0.00046589421406,0.0146858240311,0.5,5.55555555556e-06,0.01
9.29672049867,20.5226566737,3.09890683289,0.0005,2.50662827463,2.10700519417e-06,0.0083554275821,3.12989590122,0.118,0.00186982292777,0.0309890683289,0.5,5.55555555556e-06,0.01
255.714641165,15.5361938152,85.2382137218,0.0005,2.50662827463,3.91162975933e-06,0.0083554275821,86.090595859,0.121,0.00046589421406,0.852382137218,0.5,5.55555555556e-06,0.01
3.27954014974,450.77229311,1.09318004991,0.0005,2.50662827463,1.19163839529e-06,0.0083554275821,1.10411185041,0.118,0.00186982292777,0.0109318004991,0.5,5.55555555556e-06,0.01
5.61670581647,1392.3684923,1.87223527215,0.0005,2.50662827463,1.9525168894e-06,0.0083554275821,1.89095762488,0.117,0.00421172825929,0.0187223527216,0.5,5.55555555556e-06,0.01
608.122134038,5592.83886177,202.707378013,0.0005,2.50662827463,0.000103735447403,0.0083554275821,204.734451793,0.123,0.00418353638979,2.02707378013,0.5,5.55555555556e-06,0.01
990.151175613,3905.17337543,330.050391871,0.0005,2.50662827463,0.000173008824303,0.0083554275821,333.35089579,0.12,0.0,3.30050391871,0.5,5.55555555556e-06,0.01
685.251978767,8.17053247149,228.417326256,0.0005,2.50662827463,0.000119483252138,0.0083554275821,230.701499518,0.117,0.00421172825929,2.28417326256,0.5,5.55555555556e-06,0.01
22.9013141747,4513.38480254,7.63377139156,0.0005,2.50662827463,4.4092879594e-06,0.0083554275821,7.71010910548,0.118,0.00186982292777,0.0763377139156,0.5,5.55555555556e-06,0.01
615.181876623,8.32327712733,205.060625541,0.0005,2.50662827463,0.000105287510141,0.0083554275821,207.111231796,0.121,0.00046589421406,2.05060625541,0.5,5.55555555556e-06,0.01
1960.79171053,5.00990041406,653.597236843,0.0005,2.50662827463,0.00033748456194,0.0083554275821,660.133209211,0.12,0.0,6.53597236843,0.5,5.55555555556e-06,0.01
357.190382183,9.44819364671,119.063460728,0.0005,2.50662827463,6.09696807396e-05,0.0083554275821,120.254095335,0.12,0.0,1.19063460728,0.5,5.55555555556e-06,0.01
2593.33080921,550.597826418,864.44360307,0.0005,2.50662827463,0.000115323718931,0.0083554275821,873.0880391,0.118,0.00186982292777,8.6444360307,0.5,5.55555555556e-06,0.01
31.4602846465,25.0328857806,10.4867615488,0.0005,2.50662827463,5.91613125822e-06,0.0083554275821,10.5916291643,0.123,0.00418353638979,0.104867615488,0.5,5.55555555556e-06,0.01
20.8517313921,136.523201357,6.9505771307,0.0005,2.50662827463,3.95858545899e-06,0.0083554275821,7.02008290201,0.122,0.00186146944398,0.069505771307,0.5,5.55555555556e-06,0.01
2075.81822005,726.057965671,691.939406682,0.0005,2.50662827463,1.01592344043e-05,0.0083554275821,698.858800749,0.117,0.00421172825929,6.91939406682,0.5,5.55555555556e-06,0.01
