MAp,Ms2,Mx1,st,gX,epsilon,yf,Mx2,Densidad reliquia,loglikelihood,delta,alphad,alphaf,mass_relative
36.8548354273,2544.186769,12.2849451424,0.0005,2.50662827463,2.55934331423e-05,0.167108551642,14.7419341709,0.121,0.00046589421406,2.45698902848,0.5,0.00222222222222,0.2
4.08634674977,5.53687712164,1.36211558326,0.0005,2.50662827463,4.40901794878e-06,0.167108551642,1.63453869991,0.119,0.00046693842483,0.272423116652,0.5,0.00222222222222,0.2
44.1412024358,1052.52243577,14.7137341453,0.0005,2.50662827463,3.11921052148e-05,0.167108551642,17.6564809743,0.123,0.00418353638979,2.94274682905,0.5,0.00222222222222,0.2
19.4121627594,9.97040463005,6.47072091979,0.0005,2.50662827463,1.27079324615e-05,0.167108551642,7.76486510374,0.117,0.00421172825929,1.29414418396,0.5,0.00222222222222,0.2
6.79820496627,35.7607410166,2.26606832209,0.0005,2.50662827463,6.05255540279e-06,0.167108551642,2.71928198651,0.117,0.00421172825929,0.453213664418,0.5,0.00222222222222,0.2
85.400357976,426.486132158,28.466785992,0.0005,2.50662827463,6.8874803495e-05,0.167108551642,34.1601431904,0.117,0.00421172825929,5.6933571984,0.5,0.00222222222222,0.2
53.4290352736,693.98699984,17.8096784245,0.0005,2.50662827463,3.95881741287e-05,0.167108551642,21.3716141094,0.119,0.00046693842483,3.5619356849,0.5,0.00222222222222,0.2
18.3024460541,24.7598184838,6.10081535135,0.0005,2.50662827463,1.14232165994e-05,0.167108551642,7.32097842162,0.123,0.00418353638979,1.22016307027,0.5,0.00222222222222,0.2
65.3656198411,2248.1194945,21.788539947,0.0005,2.50662827463,5.01647578722e-05,0.167108551642,26.1462479364,0.119,0.00046693842483,4.35770798941,0.5,0.00222222222222,0.2
6.92178496045,10.9892453643,2.30726165348,0.0005,2.50662827463,5.67489452193e-06,0.167108551642,2.76871398418,0.121,0.00046589421406,0.461452330697,0.5,0.00222222222222,0.2
44.028682151,32.2218347243,14.6762273837,0.0005,2.50662827463,3.12574586078e-05,0.167108551642,17.6114728604,0.122,0.00186146944398,2.93524547673,0.5,0.00222222222222,0.2
62.7201227358,29.3431671891,20.9067075786,0.0005,2.50662827463,1.34885078779e-06,0.167108551642,25.0880490943,0.119,0.00046693842483,4.18134151572,0.5,0.00222222222222,0.2
222.234847208,171.121152999,74.0782824026,0.0005,2.50662827463,0.000206281909497,0.167108551642,88.8939388832,0.119,0.00046693842483,14.8156564805,0.5,0.00222222222222,0.2
40.5829631798,8657.24109134,13.5276543933,0.0005,2.50662827463,2.88658875213e-05,0.167108551642,16.2331852719,0.119,0.00046693842483,2.70553087865,0.5,0.00222222222222,0.2
229.492580626,284.336618553,76.4975268753,0.0005,2.50662827463,0.000215798652033,0.167108551642,91.7970322503,0.118,0.00186982292777,15.2995053751,0.5,0.00222222222222,0.2
38.9375886634,58.1097575693,12.9791962211,0.0005,2.50662827463,2.75962907137e-05,0.167108551642,15.5750354654,0.119,0.00046693842483,2.59583924423,0.5,0.00222222222222,0.2
14.7331837976,96.6742095381,4.91106126588,0.0005,2.50662827463,9.20984661687e-06,0.167108551642,5.89327351906,0.122,0.00186146944398,0.982212253176,0.5,0.00222222222222,0.2
9.47385281531,14.7921532682,3.15795093844,0.0005,2.50662827463,6.28161808378e-06,0.167108551642,3.78954112612,0.12,0.0,0.631590187687,0.5,0.00222222222222,0.2
402.907447791,263.912566692,134.302482597,0.0005,2.50662827463,0.000342758480001,0.167108551642,161.162979116,0.118,0.00186982292777,26.8604965194,0.5,0.00222222222222,0.2
32.2389368659,487.041465635,10.7463122886,0.0005,2.50662827463,2.2227126812e-05,0.167108551642,12.8955747464,0.118,0.00186982292777,2.14926245773,0.5,0.00222222222222,0.2
4.01669184652,3268.39939212,1.33889728217,0.0005,2.50662827463,4.38654113323e-06,0.167108551642,1.60667673861,0.117,0.00421172825929,0.267779456435,0.5,0.00222222222222,0.2
3.34251626952,48.7721978731,1.11417208984,0.0005,2.50662827463,3.60410271702e-06,0.167108551642,1.33700650781,0.121,0.00046589421406,0.222834417968,0.5,0.00222222222222,0.2
4.38988039981,237.863443763,1.4632934666,0.0005,2.50662827463,4.63911381773e-06,0.167108551642,1.75595215992,0.121,0.00046589421406,0.292658693321,0.5,0.00222222222222,0.2
10.2574030569,12.132550055,3.41913435229,0.0005,2.50662827463,6.70868845328e-06,0.167108551642,4.10296122275,0.121,0.00046589421406,0.683826870458,0.5,0.00222222222222,0.2
83.7755135931,252.913823711,27.9251711977,0.0005,2.50662827463,6.76510307653e-05,0.167108551642,33.5102054373,0.117,0.00421172825929,5.58503423954,0.5,0.00222222222222,0.2
67.2603898085,31.6672124861,22.4201299362,0.0005,2.50662827463,9.61436874905e-06,0.167108551642,26.9041559234,0.121,0.00046589421406,4.48402598723,0.5,0.00222222222222,0.2
23.2103735109,1676.50350762,7.73679117031,0.0005,2.50662827463,1.50218717263e-05,0.167108551642,9.28414940437,0.121,0.00046589421406,1.54735823406,0.5,0.00222222222222,0.2
